MAJ   ; Latitude ; Longitude 
CHARDONNAY   ;46.5;4.866667
CHARETTE   ;46.916667;5.2
LA CHARMEE  ;46.716667;4.8
CHARNAY LES CHALON ;46.933333;5.1
CHARNAY LES MACON ;46.3;4.783333
CHAROLLES   ;46.433333;4.283333
CHARRECEY   ;46.833333;4.666667
CHASSELAS   ;46.283333;4.716667
CHASSEY LE CAMP ;46.883333;4.7
CHASSIGNY SOUS DUN ;46.233333;4.3
CHATEAU   ;46.433333;4.6
CHATEAURENAUD   ;46.633333;5.233333
CHATEL MORON  ;46.8;4.65
CHATENAY   ;46.291667;4.383333
CHATENOY EN BRESSE ;46.783333;4.916667
CHATENOY LE ROYAL ;46.783333;4.8
CHAUDENAY   ;46.916667;4.783333
CHAUFFAILLES   ;46.2;4.333333
LA CHAUX  ;46.833333;5.266667
CHEILLY LES MARANGES ;46.9;4.666667
CHENAY LE CHATEL ;46.233333;3.95
CHENOVES   ;46.666667;4.666667
CHERIZET   ;46.516667;4.566667
CHEVAGNY SUR GUYE ;46.533333;4.516667
CHIDDES   ;46.45;4.516667
CHISSEY EN MORVAN ;47.116667;4.233333
CHISSEY LES MACON ;46.516667;4.733333
CIEL   ;46.883333;5.05
CIRY LE NOBLE ;46.6;4.3
LA CLAYETTE  ;46.283333;4.3
CLERMAIN   ;46.366667;4.583333
CLESSE   ;46.416667;4.816667
CLESSY   ;46.55;4.083333
CLUNY   ;46.433333;4.65
CLUX   ;46.95;5.183333
COLLONGE EN CHAROLLAIS ;46.633333;4.533333
COLLONGE LA MADELEINE ;46.933333;4.516667
COLOMBIER EN BRIONNAIS ;46.35;4.333333
LA COMELLE  ;46.883333;4.116667
CONDAL   ;46.466667;5.283333
CORDESSE   ;47.033333;4.333333
CORMATIN   ;46.55;4.683333
CORTAMBERT   ;46.483333;4.716667
CORTEVAIX   ;46.533333;4.633333
COUBLANC   ;46.166667;4.283333
CRECHES SUR SAONE ;46.25;4.783333
CREOT   ;46.916667;4.616667
CRESSY SUR SOMME ;46.7;3.866667
LE CREUSOT  ;46.8;4.433333
CRISSEY   ;46.816667;4.883333
CRONAT   ;46.72282;3.683333
CRUZILLE   ;46.5;4.8
CUISEAUX   ;46.5;5.4
CUISERY   ;46.55;5
CULLES LES ROCHES ;46.65;4.65
CURBIGNY   ;46.3;4.316667
CURDIN   ;46.6;3.983333
CURGY   ;46.983333;4.383333
CURTIL SOUS BUFFIERES ;46.4;4.516667
CURTIL SOUS BURNAND ;46.583333;4.616667
CUSSY EN MORVAN ;47.083333;4.166667
CUZY   ;46.766667;4.033333
DAMEREY   ;46.833333;4.983333
DAMPIERRE EN BRESSE ;46.833333;5.2
DAVAYE   ;46.3;4.733333
DEMIGNY   ;46.933333;4.833333
DENNEVY   ;46.866667;4.65
DETTEY   ;46.766667;4.183333
DEVROUZE   ;46.766667;5.166667
DEZIZE LES MARANGES ;46.916667;4.65
DICONNE   ;46.766667;5.133333
DIGOIN   ;46.483333;3.983333
DOMMARTIN LES CUISEAUX ;46.5;5.3
DOMPIERRE LES ORMES ;46.35;4.483333
DONZY LE NATIONAL ;46.45;4.566667
DONZY LE PERTUIS ;46.45;4.716667
DRACY LE FORT ;46.8;4.766667
DRACY LES COUCHES ;46.883333;4.583333
DRACY SAINT LOUP ;47.016667;4.333333
DYO   ;46.35;4.283333
ECUELLES   ;46.95;5.066667
ECUISSES   ;46.75;4.533333
EPERTULLY   ;46.933333;4.6
EPERVANS   ;46.75;4.9
ESSERTENNE   ;46.816667;4.55
ETANG SUR ARROUX ;46.866667;4.183333
ETRIGNY   ;46.583333;4.8
FARGES LES CHALON ;46.833333;4.8
FARGES LES MACON ;46.516667;4.9
FLACE LES MACON ;46.316667;4.816667
FLACEY EN BRESSE ;46.6;5.4
FLAGY   ;46.5;4.65
FLEURY LA MONTAGNE ;46.2;4.133333
FLEY   ;46.666667;4.65
FONTAINES   ;46.85;4.766667
FONTENAY   ;46.466667;4.3
FRAGNES   ;46.833333;4.833333
LA FRETTE  ;46.633333;5.05
FRETTERANS   ;46.916667;5.283333
FRONTENARD   ;46.916667;5.166667
FRONTENAUD   ;46.55;5.3
FUISSE   ;46.283333;4.733333
GEANGES   ;46.95;4.916667
GENELARD   ;46.583333;4.233333
LA GENETE  ;46.55;5.05
GENOUILLY   ;46.65;4.566667
GERGY   ;46.866667;4.933333
GERMAGNY   ;46.666667;4.6
GIBLES   ;46.316667;4.383333
GIGNY SUR SAONE ;46.666667;4.933333
GILLY SUR LOIRE ;46.533333;3.783333
GOURDON   ;46.633333;4.45
LA GRANDE VERRIERE ;46.966667;4.133333
GRANDVAUX   ;46.5;4.183333
GRANGES   ;46.733333;4.733333
GREVILLY   ;46.516667;4.816667
GRURY   ;46.666667;3.9
GUERFAND   ;46.783333;5.033333
LES GUERREAUX  ;46.533333;4.283333
GUEUGNON   ;46.6;4.066667
LA GUICHE  ;46.55;4.45
L HOPITAL LE MERCIER;46.383333;4.016667
HURIGNY   ;46.35;4.8
IGE   ;46.4;4.75
IGORNAY   ;47.05;4.383333
IGUERANDE   ;46.2;4.083333
ISSY L EVEQUE ;46.716667;3.966667
JALOGNY   ;46.416667;4.633333
JAMBLES   ;46.766667;4.7
JONCY   ;46.616667;4.55
JOUDES   ;46.466667;5.366667
JOUVENCON   ;46.583333;5.066667
JUGY   ;46.6;4.85
JUIF   ;46.683333;5.166667
JULLY LES BUXY ;46.683333;4.7
LACROST   ;46.566667;4.916667
LAIVES   ;46.633333;4.833333
LAIZE   ;46.4;4.8
LAIZY   ;46.9;4.2
LALHEUE   ;46.65;4.783333
LANS   ;46.766667;4.916667
LAYS SUR LE DOUBS;46.916667;5.25
LESME   ;46.65;3.716667
LESSARD EN BRESSE ;46.733333;5.083333
LESSARD LE NATIONAL ;46.866667;4.833333
LEYNES   ;46.266667;4.716667
LIGNY EN BRIONNAIS ;46.233333;4.2
LOCHE   ;46.283333;4.766667
LOISY   ;46.583333;5.033333
LONGEPIERRE   ;46.933333;5.2
LOUHANS   ;46.633333;5.216667
LOURNAND   ;46.45;4.65
LA LOYERE  ;46.833333;4.833333
LUCENAY L EVEQUE ;47.083333;4.25
LUGNY   ;46.466667;4.816667
LUGNY LES CHAROLLES ;46.416667;4.216667
LUX   ;46.75;4.85
MACON   ;46.3;4.833333
MAILLY   ;46.216667;4.116667
MALAY   ;46.566667;4.683333
MALTAT   ;46.683333;3.816667
MANCEY   ;46.566667;4.833333
MARCILLY LA GUEURCE ;46.4;4.3
MARIGNY   ;46.683333;4.466667
MARIZY   ;46.566667;4.416667
MARLY SOUS ISSY ;46.716667;3.933333
MARLY SUR ARROUX ;46.616667;4.133333
MARMAGNE   ;46.833333;4.35
MARNAY   ;46.7;4.916667
MARTAILLY LES BRANCION ;46.533333;4.8
MARTIGNY LE COMTE ;46.533333;4.333333
MARY   ;46.616667;4.5
MASSILLY   ;46.483333;4.666667
MASSY   ;46.483333;4.616667
MATOUR   ;46.3;4.483333
MAZILLE   ;46.383333;4.6
MELLECEY   ;46.816667;4.733333
MENETREUIL   ;46.583333;5.1
MERVANS   ;46.8;5.183333
MESSEY SUR GROSNE ;46.65;4.75
MESVRES   ;46.866667;4.25
MEULIN   ;46.366667;4.5
MILLY LAMARTINE  ;46.35;4.7
LE MIROIR  ;46.516667;5.333333
MONT   ;46.616667;3.833333
MONTAGNY LES BUXY ;46.7;4.666667
MONTAGNY PRES LOUHANS ;46.65;5.266667
MONTAGNY SUR GROSNE ;46.35;4.55
MONTBELLET   ;46.483333;4.866667
MONTCEAU LES MINES ;46.666667;4.366667
MONTCEAUX L ETOILE ;46.35;4.033333
MONTCEAUX RAGNY  ;46.616667;4.85
MONTCENIS   ;46.783333;4.383333
MONTCHANIN   ;46.75;4.45
MONTCONY   ;46.7;5.3
MONTCOY   ;46.8;5
MONTHELON   ;46.95;4.233333
MONTJAY   ;46.816667;5.316667
MONT LES SEURRE ;46.95;5.116667
MONTMELARD   ;46.333333;4.416667
MONTMORT   ;46.733333;4.083333
MONTPONT EN BRESSE ;46.55;5.15
MONTRET   ;46.683333;5.116667
MONT SAINT VINCENT ;46.633333;4.483333
MOREY   ;46.8;4.6
MORLET   ;46.95;4.516667
MORNAY   ;46.5;4.383333
MOROGES   ;46.75;4.683333
LA MOTTE SAINT JEAN;46.483333;3.95
MOUTHIER EN BRESSE ;46.85;5.383333
MUSSY SOUS DUN ;46.233333;4.333333
NANTON   ;46.616667;4.8
NAVILLY   ;46.933333;5.15
NEUVY GRANDCHAMP  ;46.583333;3.933333
ORMES   ;46.633333;4.966667
OSLON   ;46.783333;4.916667
OUDRY   ;46.566667;4.15
OUROUX SUR SAONE ;46.716667;4.95
OYE   ;46.316667;4.183333
OZENAY   ;46.533333;4.85
OZOLLES   ;46.383333;4.35
PALINGES   ;46.55;4.216667
PALLEAU   ;46.95;5.033333
PARAY LE MONIAL ;46.45;4.116667
PARIS L HOPITAL ;46.916667;4.633333
PASSY   ;46.533333;4.533333
PERONNE   ;46.433333;4.816667
PERRECY LES FORGES ;46.616667;4.2
PERREUIL   ;46.816667;4.566667
PERRIGNY SUR LOIRE ;46.533333;3.833333
LA PETITE VERRIERE ;47.05;4.133333
PIERRECLOS   ;46.333333;4.683333
LE PLANOIS  ;46.783333;5.333333
PLOTTES   ;46.533333;4.866667
PONTOUX   ;46.916667;5.1
POUILLOUX   ;46.6;4.366667
POURLANS   ;46.95;5.233333
PRESSY SOUS DONDIN ;46.466667;4.516667
PRETY   ;46.533333;4.933333
PRISSE   ;46.316667;4.75
PRIZY   ;46.35;4.216667
PRUZILLY   ;46.25;4.7
LE PULEY  ;46.683333;4.55
LA RACINEUSE  ;46.833333;5.15
RANCY   ;46.6;5.083333
RATENELLE   ;46.533333;5.016667
RATTE   ;46.65;5.3
RECLESNE   ;47.033333;4.266667
REMIGNY   ;46.9;4.716667
RIGNY SUR ARROUX ;46.533333;4.016667
LA ROCHE VINEUSE ;46.35;4.716667
ROMANECHE THORINS  ;46.183333;4.733333
ROSEY   ;46.75;4.7
LE ROUSSET  ;46.566667;4.466667
ROUSSILLON EN MORVAN ;47.016667;4.1
ROYER   ;46.55;4.816667
RULLY   ;46.866667;4.75
SAGY   ;46.6;5.316667
SAILLENARD   ;46.683333;5.366667
SAILLY   ;46.533333;4.566667
SAINT ALBAIN  ;46.433333;4.883333
SAINT AMBREUIL  ;46.683333;4.866667
SAINT AMOUR BELLEVUE ;46.25;4.75
SAINT ANDRE EN BRESSE;46.65;5.083333
SAINT ANDRE LE DESERT;46.5;4.533333
SAINT AUBIN EN CHAROLLAIS;46.5;4.216667
SAINT AUBIN SUR LOIRE;46.566667;3.75
SAINT BERAIN SOUS SANVIGNES;46.7;4.3
SAINT BERAIN SUR DHEUNE;46.816667;4.6
SAINT BOIL  ;46.65;4.683333
SAINT BONNET DE CRAY;46.216667;4.15
SAINT BONNET DE JOUX;46.483333;4.45
SAINT BONNET EN BRESSE;46.85;5.166667
SAINTE CECILE  ;46.383333;4.616667
SAINT CHRISTOPHE EN BRESSE;46.75;4.983333
SAINT CLEMENT SUR GUYE;46.616667;4.583333
SAINTE CROIX  ;46.566667;5.25
SAINT CYR  ;46.683333;4.9
SAINT DENIS DE VAUX;46.8;4.7
SAINT DESERT  ;46.75;4.7
SAINT DIDIER EN BRESSE;46.85;5.083333
SAINT DIDIER EN BRIONNAIS;46.333333;4.116667
SAINT DIDIER SUR ARROUX;46.833333;4.116667
SAINT EDMOND  ;46.2;4.216667
SAINT EMILAND  ;46.9;4.483333
SAINT ETIENNE EN BRESSE;46.7;5.05
SAINT EUGENE  ;46.733333;4.183333
SAINT EUSEBE  ;46.716667;4.466667
SAINT FIRMIN  ;46.833333;4.466667
SAINT FORGEOT  ;47;4.3
SAINT GENGOUX DE SCISSE;46.466667;4.783333
SAINT GENGOUX LE NATIONAL;46.616667;4.65
SAINT GERMAIN DES RIVES;46.433333;4.033333
SAINT GERMAIN DU BOIS;46.75;5.25
SAINT GERMAIN DU PLAIN;46.7;4.966667
SAINT GERMAIN EN BRIONNAIS;46.35;4.266667
SAINT GERMAIN LES BUXY;46.7;4.766667
SAINT GERVAIS EN VALLIERE;46.933333;4.95
SAINT GERVAIS SUR COUCHES;46.916667;4.583333
SAINT GILLES  ;46.883333;4.666667
SAINTE HELENE  ;46.75;4.65
SAINT HURUGE  ;46.583333;4.566667
SAINT IGNY DE ROCHE;46.183333;4.3
SAINT JEAN DE VAUX;46.816667;4.7
SAINT JEAN DE TREZY;46.833333;4.583333
SAINT JEAN LE PRICHE;46.366667;4.85
SAINT JULIEN DE CIVRY;46.366667;4.233333
SAINT JULIEN SUR DHEUNE;46.766667;4.533333
SAINT LAURENT D ANDENAY;46.733333;4.516667
SAINT LAURENT EN BRIONNAIS;46.266667;4.25
SAINT LEGER DU BOIS;47.016667;4.45
SAINT LEGER SOUS BEUVRAY;46.916667;4.1
SAINT LEGER SUR DHEUNE;46.85;4.633333
SAINT LOUP DE LA;46.95;4.9
SAINT MARCEL  ;46.783333;4.9
SAINT MARCELIN DE CRAY;46.566667;4.533333
SAINT MARD DE VAUX;46.816667;4.683333
SAINT MARTIN BELLE ROCHE;46.383333;4.85
SAINT MARTIN D AUXY;46.716667;4.55
SAINT MARTIN DE COMMUNE;46.9;4.516667
SAINT MARTIN DE LIXY;46.2;4.25
SAINT MARTIN DE SALENCEY;46.516667;4.5
SAINT MARTIN DU LAC;46.25;4.033333
SAINT MARTIN DU MONT;46.616667;5.291667
SAINT MARTIN DU TARTRE;46.633333;4.616667
SAINT MARTIN EN BRESSE;46.816667;5.066667
SAINT MARTIN EN GATINOIS;46.933333;5.016667
SAINT MARTIN LA PATROUILLE;46.583333;4.533333
SAINT MARTIN SOUS MONTAIGU;46.816667;4.716667
SAINT MAURICE DE SATONNAY;46.416667;4.783333
SAINT MAURICE DES CHAMPS;46.633333;4.616667
SAINT MAURICE EN RIVIERE;46.85;5.016667
SAINT MAURICE LES COUCHES;46.883333;4.6
SAINT MICAUD  ;46.683333;4.55
SAINT NIZIER SUR ARROUX;46.8;4.133333
SAINT PANTALEON  ;46.95;4.316667
SAINT PIERRE DE VARENNES;46.833333;4.5
SAINT PIERRE LE VIEUX;46.283333;4.533333
SAINT POINT  ;46.333333;4.616667
SAINT PRIX  ;46.95;4.066667
SAINT RACHO  ;46.266667;4.366667
SAINTE RADEGONDE  ;46.683333;4.066667
SAINT REMY  ;46.766667;4.833333
SAINT ROMAIN DES ILES;46.183333;4.766667
SAINT ROMAIN SOUS GOURDON;46.616667;4.4
SAINT ROMAIN SOUS VERSIGNY;46.65;4.183333
SAINT SERNIN DU BOIS;46.833333;4.433333
SAINT SERNIN DU PLAIN;46.9;4.616667
SAINT SYMPHORIEN D ANCELLES;46.2;4.766667
SAINT SYMPHORIEN DE MARMAGNE;46.833333;4.333333
SAINT SYMPHORIEN DES BOIS;46.333333;4.283333
SAINT USUGE  ;46.683333;5.25
SAINT VALLERIN  ;46.683333;4.666667
SAINT VALLIER  ;46.633333;4.366667
SAINT VINCENT DES PRES;46.466667;4.566667
SAINT VINCENT EN BRESSE;46.666667;5.066667
SAINT YAN  ;46.416667;4.033333
SAINT YTHAIRE  ;46.566667;4.616667
SAISY   ;46.95;4.55
LA SALLE  ;46.4;4.866667
SALORNAY SUR GUYE ;46.516667;4.6
SAMPIGNY LES MARANGES ;46.9;4.65
SANCE   ;46.333333;4.833333
SANTILLY   ;46.616667;4.7
SANVIGNES LES MINES ;46.666667;4.3
SASSANGY   ;46.716667;4.633333
SASSENAY   ;46.833333;4.933333
SAULES   ;46.65;4.666667
SAUNIERES   ;46.9;5.083333
SAVIANGES   ;46.683333;4.6
SAVIGNY EN REVERMONT ;46.633333;5.416667
SAVIGNY SUR GROSNE ;46.583333;4.666667
SAVIGNY SUR SEILLE ;46.616667;5.1
SEMUR EN BRIONNAIS ;46.266667;4.083333
SENNECE LES MACON ;46.35;4.833333
SENNECEY LE GRAND ;46.65;4.866667
SENOZAN   ;46.383333;4.866667
SERCY   ;46.6;4.683333
SERLEY   ;46.783333;5.216667
SERMESSE   ;46.9;5.1
SERRIERES   ;46.3;4.683333
SERRIGNY EN BRESSE ;46.816667;5.116667
SEVREY   ;46.733333;4.85
SIGY LE CHATEL ;46.55;4.583333
SIMANDRE   ;46.633333;4.983333
SIMARD   ;46.716667;5.183333
SIVIGNON   ;46.416667;4.5
SOLOGNY   ;46.35;4.683333
SOLUTRE POUILLY  ;46.3;4.716667
SOMMANT   ;47.05;4.216667
SORNAY   ;46.633333;5.183333
SUIN   ;46.433333;4.483333
LA TAGNIERE  ;46.783333;4.2
TAIZE   ;46.516667;4.683333
TANCON   ;46.2;4.266667
LE TARTRE  ;46.75;5.366667
TAVERNAY   ;47.016667;4.233333
TERRANS   ;46.883333;5.216667
THIL SUR ARROUX ;46.8;4.1
THUREY   ;46.75;5.116667
TINTRY   ;46.933333;4.5
TORCY   ;46.766667;4.45
TORPES   ;46.833333;5.333333
TOULON SUR ARROUX ;46.683333;4.133333
TOURNUS   ;46.566667;4.9
TOUTENANT   ;46.866667;5.116667
TRAMAYES   ;46.3;4.6
TRAMBLY   ;46.316667;4.533333
TRIVY   ;46.383333;4.5
TRONCHY   ;46.716667;5.066667
LA TRUCHERE  ;46.516667;4.95
UCHIZY   ;46.5;4.883333
UCHON   ;46.816667;4.25
UXEAU   ;46.666667;4.016667
VARENNE L ARCONCE ;46.333333;4.15
VARENNES LE GRAND ;46.716667;4.883333
VARENNES LES MACON ;46.266667;4.8
VARENNES SAINT SAUVEUR ;46.483333;5.25
VARENNES SOUS DUN ;46.283333;4.333333
VAUBAN   ;46.266667;4.216667
VAUDEBARRIER   ;46.416667;4.316667
VAUX EN PRE ;46.633333;4.6
VENDENESSE LES CHAROLLES ;46.45;4.333333
VENDENESSE SUR ARROUX ;46.633333;4.066667
VERDUN SUR LE DOUBS;46.9;5.016667
VERGISSON   ;46.3;4.716667
VERISSEY   ;46.7;5.116667
VERJUX   ;46.883333;4.966667
VEROSVRES   ;46.4;4.433333
VERS   ;46.583333;4.85
VERSAUGUES   ;46.35;4.066667
VERZE   ;46.366667;4.733333
VIGNY LES PARAY ;46.5;4.083333
LE VILLARS  ;46.533333;4.933333
VILLEGAUDIN   ;46.8;5.1
LA VILLENEUVE  ;46.95;5.166667
VILLENEUVE EN MONTAGNE ;46.766667;4.616667
VINDECY   ;46.35;4.016667
LA VINEUSE  ;46.466667;4.6
VINZELLES   ;46.266667;4.766667
VIRE   ;46.45;4.833333
VIRY   ;46.283333;4.333333
VITRY LES CLUNY ;46.483333;4.583333
VITRY EN CHAROLLAIS ;46.45479;4.05953
VITRY SUR LOIRE ;46.683333;3.7084
VOLESVRES   ;46.466667;4.15
FLEURVILLE   ;46.45;4.883333
AIGNE   ;48.066667;0.116667
ALLONNES   ;47.966667;0.15
ANCINNES   ;48.366667;0.183333
ARCONNAY   ;48.4;0.083333
ARDENAY SUR MERIZE ;48;0.416667
ARNAGE   ;47.933333;0.183333
ARTHEZE   ;47.783333;-0.116667
ASNIERES SUR VEGRE ;47.883333;-0.233333
ASSE LE BOISNE ;48.333333; -     
ASSE LE RIBOUL ;48.2;0.083333
AUBIGNE RACAN  ;47.683333;0.266667
LES AULNEAUX  ;48.433333;0.333333
AUVERS LE HAMON ;47.9;-0.35
AUVERS SOUS MONTFAUCON ;48.016667;-0.066667
AVESSE   ;47.95;-0.25
AVEZE   ;48.233333;0.683333
AVOISE   ;47.866667;-0.2
LE BAILLEUL  ;47.766667;-0.158333
BALLON   ;48.166667;0.233333
LA BAZOGE  ;48.1;0.15
BAZOUGES SUR LE LOIR;47.683333;-0.166667
BEAUFAY   ;48.15;0.366667
BEAUMONT SUR DEME ;47.7;0.566667
BEAUMONT PIED DE BOEUF;47.766667;0.4
BEAUMONT SUR SARTHE ;48.216667;0.133333
BEILLE   ;48.083333;0.516667
BERFAY   ;48;0.766667
BERNAY   ;48.066667;-0.066667
BERUS   ;48.383333;0.05
BESSE SUR BRAYE ;47.833333;0.75
BETHON   ;48.366667;0.083333
BLEVES   ;48.45;0.35
BOESSE LE SEC ;48.133333;0.566667
BONNETABLE   ;48.183333;0.433333
LA BOSSE  ;48.166667;0.533333
BOUER   ;48.083333;0.633333
BOULOIRE   ;47.966667;0.55
BOURG LE ROI ;48.333333;0.133333
BOUSSE   ;47.766667;-0.05
BRAINS SUR GEE ;48.016667;-0.033333
LE BREIL SUR MERIZE;48.016667;0.483333
BRETTE LES PINS ;47.916667;0.333333
LA BRUERE SUR LOIR;47.65;0.35
BRULON   ;47.966667;-0.233333
CERANS FOULLETOURTE  ;47.833333;0.066667
CHAHAIGNES   ;47.733333;0.516667
CHALLES   ;47.933333;0.416667
CHAMPAGNE   ;48.033333;0.333333
CHAMPFLEUR   ;48.383333;0.133333
CHANGE   ;47.983333;0.283333
CHANTENAY VILLEDIEU  ;47.916667;-0.166667
LA CHAPELLE AUX CHOUX;47.633333;0.233333
LA CHAPELLE D ALIGNE;47.733333;-0.233333
LA CHAPELLE DU BOIS;48.216667;0.6
LA CHAPELLE HUON ;47.85;0.75
LA CHAPELLE SAINT AUBIN;48.05;0.166667
LA CHAPELLE SAINT FRAY;48.116667;0.083333
LA CHAPELLE SAINT REMY;48.1;0.45
LA CHARTRE SUR LE;47.733333;0.583333
CHASSE   ;48.45;0.2
CHASSILLE   ;48.016667;-0.116667
CHATEAU DU LOIR ;47.7;0.416667
CHAUFOUR NOTRE DAME ;48.033333;0.066667
CHEMIRE EN CHARNIE ;48.05;-0.2
CHEMIRE LE GAUDIN ;47.933333;-0.016667
CHENAY   ;48.45;0.166667
CHENU   ;47.616667;0.35
CHERANCE   ;48.283333;0.183333
CHERISAY   ;48.35;0.1
CHERREAU   ;48.2;0.683333
LE CHEVAIN  ;48.433333;0.133333
CHEVILLE   ;47.95;-0.216667
CLERMONT CREANS  ;47.716667;-0.016667
COGNERS   ;47.866667;0.666667
COMMERVEIL   ;48.316667;0.35
CONFLANS SUR ANILLE ;47.95;0.75
CONGE SUR ORNE ;48.2;0.25
CONLIE   ;48.116667;-0.016667
CONNERRE   ;48.05;0.5
CONTILLY   ;48.4;0.366667
CORMES   ;48.166667;0.716667
COUDRECIEUX   ;47.983333;0.633333
COULAINES   ;48.016667;0.2
COULANS SUR GEE ;48.016667;0.016667
COULOMBIERS   ;48.3;0.133333
COULONGE   ;47.7;0.2
COURCEBOEUFS   ;48.133333;0.283333
COURCELLES LA FORET ;47.783333;-0.016667
COURCEMONT   ;48.166667;0.366667
COURCIVAL   ;48.233333;0.4
COURDEMANCHE   ;47.816667;0.566667
COURGAINS   ;48.283333;0.283333
COURGENARD   ;48.15;0.733333
COURTILLERS   ;47.8;-0.3
CRANNES EN CHAMPAGNE ;47.983333;-0.05
CRE   ;47.683333;-0.15
CRISSE   ;48.166667;-0.066667
CROSMIERES   ;47.75;-0.15
CURES   ;48.1; -     
DANGEUL   ;48.25;0.25
DEGRE   ;48.05;0.066667
DEHAULT   ;48.216667;0.566667
DISSAY SOUS COURCILLON ;47.666667;0.466667
DISSE SOUS BALLON ;48.233333;0.3
DISSE SOUS LE LUDE;47.616667;0.15
DOLLON   ;48.033333;0.583333
DOMFRONT EN CHAMPAGNE ;48.1;0.016667
DOUCELLES   ;48.25;0.166667
DUNEAU   ;48.066667;0.516667
DUREIL   ;47.85;-0.15
ECOMMOY   ;47.833333;0.266667
ECORPAIN   ;47.933333;0.666667
EPINEU LE CHEVREUIL ;48.033333;-0.116667
ETIVAL LES LE MANS;47.95;0.083333
EVAILLE   ;47.9;0.633333
FATINES   ;48.05;0.35
FERCE SUR SARTHE ;47.9;-0.033333
LA FERTE BERNARD ;48.183333;0.666667
FILLE   ;47.9;0.133333
FLEE   ;47.733333;0.45
LA FONTAINE SAINT MARTIN;47.783333;0.05
FONTENAY SUR VEGRE ;47.9;-0.216667
LA FRESNAYE SUR CHEDOUET;48.45;0.25
FRESNAY SUR SARTHE ;48.283333;0.016667
FYE   ;48.333333;0.083333
GESNES LE GANDELIN ;48.35;0.016667
GRANDCHAMP   ;48.3;0.183333
LE GRAND LUCE ;47.866667;0.466667
GREEZ SUR ROC ;48.133333;0.8
GUECELARD   ;47.883333;0.133333
LA GUIERCHE  ;48.116667;0.2
JAUZE   ;48.216667;0.383333
JOUE EN CHARNIE ;48.016667;-0.183333
JOUE L ABBE ;48.116667;0.216667
JUIGNE SUR SARTHE ;47.866667;-0.283333
JUILLE   ;48.25;0.116667
JUPILLES   ;47.783333;0.416667
LA FLECHE  ;47.7;-0.083333
LAIGNE EN BELIN ;47.883333;0.233333
LAMNAY   ;48.116667;0.716667
LAVARDIN   ;48.083333;0.066667
LAVARE   ;48.05;0.65
LAVENAY   ;47.783333;0.7
LAVERNAT   ;47.716667;0.333333
LHOMME   ;47.75;0.55
LIGNIERES LA CARELLE ;48.433333;0.183333
LIGRON   ;47.766667;0.016667
LIVET EN SAOSNOIS ;48.366667;0.216667
LOMBRON   ;48.083333;0.433333
LONGNES   ;48.016667;-0.083333
LOUAILLES   ;47.8;-0.25
LOUE   ;48;-0.15
LOUPLANDE   ;47.95;-0.05
LOUVIGNY   ;48.333333;0.2
LOUZES   ;48.433333;0.3
LE LUART  ;48.066667;0.583333
LUCEAU   ;47.716667;0.4
LUCE SOUS BALLON ;48.2;0.216667
LUCHE PRINGE  ;47.7;0.083333
LE LUDE  ;47.65;0.15
MAIGNE   ;47.95;-0.05
MAISONCELLES   ;47.933333;0.566667
MALICORNE SUR SARTHE ;47.816667;-0.083333
MAMERS   ;48.35;0.383333
LE MANS  ;48;0.2
MANSIGNE   ;47.75;0.133333
MARCON   ;47.716667;0.516667
MAREIL EN CHAMPAGNE ;47.983333;-0.166667
MAREIL SUR LOIR ;47.716667;0.016667
MARESCHE   ;48.2;0.166667
MARIGNE LAILLE  ;47.816667;0.333333
MAROLLES LES BRAULTS ;48.25;0.316667
MAROLLES LES SAINT CALAIS;47.916667;0.783333
MAYET   ;47.766667;0.283333
LES MEES  ;48.316667;0.233333
MELLERAY   ;48.1;0.8
MEURCE   ;48.233333;0.2
MEZERAY   ;47.833333;-0.016667
MEZIERES SOUS LAVARDIN ;48.15;0.033333
LA MILESSE  ;48.066667;0.133333
MOITRON SUR SARTHE ;48.233333;0.033333
MONCE EN BELIN ;47.9;0.2
MONCE EN SAOSNOIS ;48.283333;0.383333
MONHOUDOU   ;48.283333;0.333333
MONTABON   ;47.683333;0.383333
MONTAILLE   ;47.933333;0.7
MONTBIZOT   ;48.15;0.2
MONTIGNY   ;48.45;0.183333
MONTMIRAIL   ;48.1;0.8
MONTREUIL LE CHETIF ;48.25;-0.033333
MONTREUIL LE HENRI ;47.866667;0.566667
MONT SAINT JEAN ;48.25;-0.1
MOULINS LE CARBONNEL ;48.366667;-0.016667
MULSANNE   ;47.9;0.25
NAUVAY   ;48.25;0.4
NEUFCHATEL EN SAOSNOIS ;48.366667;0.25
NEUVILLALAIS   ;48.15; -     
NEUVILLE SUR SARTHE ;48.066667;0.2
NEUVILLETTE EN CHARNIE ;48.1;-0.216667
NEUVY EN CHAMPAGNE ;48.083333;-0.033333
NOGENT LE BERNARD ;48.233333;0.483333
NOGENT SUR LOIR ;47.666667;0.4
NOUANS   ;48.233333;0.216667
NOYEN SUR SARTHE ;47.866667;-0.1
NUILLE LE JALAIS ;48.016667;0.483333
OISSEAU LE PETIT ;48.35;0.083333
OIZE   ;47.816667;0.1
PANON   ;48.333333;0.3
PARCE SUR SARTHE ;47.85;-0.2
PARENNES   ;48.116667;-0.183333
PARIGNE LE POLIN ;47.85;0.116667
PARIGNE L EVEQUE ;47.933333;0.366667
NOTRE DAME DU PE;47.733333;-0.316667
PERAY   ;48.25;0.366667
