MAJ   ; Latitude ; Longitude 
BOUILLONVILLE   ;48.95;5.85
BOUVRON   ;48.733333;5.883333
BOUXIERES AUX CHENES ;48.766667;6.266667
BOUXIERES AUX DAMES ;48.75;6.166667
BOUXIERES SOUS FROIDMONT ;48.95;6.083333
BOUZANVILLE   ;48.366667;6.1
BRALLEVILLE   ;48.4;6.183333
BRATTE   ;48.816667;6.216667
BREHAIN LA VILLE ;49.433333;5.883333
BREMENIL   ;48.516667;6.916667
BREMONCOURT   ;48.483333;6.35
BRIEY   ;49.25;5.933333
BRIN SUR SEILLE ;48.783333;6.35
BROUVILLE   ;48.5;6.75
BRULEY   ;48.716667;5.85
BRUVILLE   ;49.133333;5.916667
BUISSONCOURT   ;48.683333;6.35
BULLIGNY   ;48.583333;5.85
BURES   ;48.7;6.583333
BURIVILLE   ;48.533333;6.7
BURTHECOURT AUX CHENES ;48.583333;6.25
CEINTREY   ;48.533333;6.166667
CERVILLE   ;48.7;6.316667
CHALIGNY   ;48.633333;6.083333
CHAMBLEY BUSSIERES  ;49.05;5.898
CHAMPENOUX   ;48.75;6.35
CHAMPEY SUR MOSELLE ;48.95;6.066667
CHAMPIGNEULLES   ;48.733333;6.166667
CHANTEHEUX   ;48.6;6.533333
CHAOUILLEY   ;48.433333;6.066667
CHARENCY VEZIN  ;49.483333;5.516667
CHAREY   ;49;5.883333
CHARMES LA COTE ;48.633333;5.833333
CHARMOIS   ;48.533333;6.383333
CHAUDENEY SUR MOSELLE ;48.65;5.9
CHAVIGNY   ;48.633333;6.133333
CHAZELLES SUR ALBE ;48.583333;6.783333
CHENEVIERES   ;48.516667;6.633333
CHENICOURT   ;48.85;6.283333
CHENIERES   ;49.466667;5.766667
CLAYEURES   ;48.466667;6.4
CLEMERY   ;48.9;6.183333
CLEREY SUR BRENON ;48.5;6.133333
COINCOURT   ;48.7;6.616667
COLMEY   ;49.45;5.55
COLOMBEY LES BELLES ;48.533333;5.9
CONFLANS EN JARNISY ;49.166667;5.85
CONS LA GRANDVILLE ;49.483333;5.7
COSNES ET ROMAIN ;49.516667;5.716667
COURBESSEAUX   ;48.683333;6.4
COYVILLER   ;48.583333;6.283333
CRANTENOY   ;48.466667;6.233333
CREPEY   ;48.533333;5.966667
CREVECHAMPS   ;48.533333;6.266667
CREVIC   ;48.633333;6.4
CREZILLES   ;48.583333;5.883333
CRION   ;48.633333;6.533333
CROISMARE   ;48.6;6.566667
CRUSNES   ;49.433333;5.916667
CUSTINES   ;48.8;6.15
CUTRY   ;49.483333;5.75
DAMELEVIERES   ;48.55;6.383333
DAMPVITOUX   ;49.016667;5.85
DENEUVRE   ;48.45;6.733333
DEUXVILLE   ;48.616667;6.45
DIARVILLE   ;48.4;6.133333
DIEULOUARD   ;48.85;6.066667
DOLCOURT   ;48.483333;5.983333
DOMBASLE SUR MEURTHE ;48.633333;6.35
DOMEVRE EN HAYE ;48.816667;5.916667
DOMEVRE SUR VEZOUZE ;48.566667;6.8
DOMGERMAIN   ;48.65;5.816667
DOMJEVIN   ;48.583333;6.7
DOMMARIE EULMONT  ;48.433333;6.033333
DOMMARTEMONT   ;48.716667;6.216667
DOMMARTIN LES TOUL ;48.666667;5.9
DOMPRIX   ;49.333333;5.75
DOMPTAIL EN L AIR;48.516667;6.333333
DONCOURT LES CONFLANS ;49.15;5.933333
DONCOURT LES LONGUYON ;49.433333;5.716667
DROUVILLE   ;48.666667;6.4
ECROUVES   ;48.683333;5.85
EINVAUX   ;48.483333;6.4
EINVILLE AU JARD ;48.65;6.483333
EMBERMENIL   ;48.633333;6.7
EPIEZ SUR CHIERS ;49.483333;5.5
EPLY   ;48.916667;6.183333
ERBEVILLER SUR AMEZULE ;48.733333;6.383333
ERROUVILLE   ;49.416667;5.9
ESSEY ET MAIZERAIS ;48.916667;5.816667
ESSEY LA COTE ;48.433333;6.466667
ESSEY LES NANCY ;48.7;6.233333
ETREVAL   ;48.45;6.05
EULMONT   ;48.75;6.233333
EUVEZIN   ;48.916667;5.833333
FAULX   ;48.8;6.2
FAVIERES   ;48.466667;5.95
FECOCOURT   ;48.4;6
FENNEVILLER   ;48.483333;6.883333
FERRIERES   ;48.55;6.3
FEY EN HAYE ;48.9;5.966667
FILLIERES   ;49.4;5.833333
FLAINVAL   ;48.616667;6.4
FLAVIGNY SUR MOSELLE ;48.566667;6.183333
FLEVILLE DEVANT NANCY ;48.633333;6.216667
FLEVILLE LIXIERES  ;49.25;5.816667
FLIN   ;48.5;6.65
FLIREY   ;48.883333;5.833333
FONTENOY LA JOUTE ;48.45;6.666667
FONTENOY SUR MOSELLE ;48.716667;5.983333
FORCELLES SAINT GORGON ;48.45;6.1
FORCELLES SOUS GUGNEY ;48.4;6.083333
FOUG   ;48.683333;5.783333
FRAIMBOIS   ;48.533333;6.55
FRAISNES EN SAINTOIS ;48.383333;6.05
FRANCHEVILLE   ;48.733333;5.933333
FRANCONVILLE   ;48.5;6.45
FREMENIL   ;48.566667;6.716667
FREMONVILLE   ;48.6;6.883333
FRESNOIS LA MONTAGNE ;49.5;5.65
FRIAUVILLE   ;49.15;5.85
FROLOIS   ;48.566667;6.133333
FROUARD   ;48.766667;6.133333
FROVILLE   ;48.466667;6.35
GELACOURT   ;48.483333;6.733333
GELAUCOURT   ;48.45;5.983333
GELLENONCOURT   ;48.683333;6.383333
GEMONVILLE   ;48.416667;5.883333
GERBECOURT ET HAPLEMONT ;48.483333;6.166667
GERBEVILLER   ;48.5;6.516667
GERMINY   ;48.55;6
GERMONVILLE   ;48.4;6.216667
GEZONCOURT   ;48.833333;6
GIBEAUMEIX   ;48.583333;5.733333
GIRAUMONT   ;49.166667;5.916667
GIRIVILLER   ;48.45;6.483333
GLONVILLE   ;48.466667;6.683333
GOGNEY   ;48.616667;6.866667
GONDRECOURT AIX  ;49.25;5.766667
GONDREVILLE   ;48.7;5.966667
GONDREXON   ;48.6;6.766667
GOVILLER   ;48.5;6.016667
GRAND FAILLY  ;49.416667;5.5
GRIMONVILLER   ;48.383333;6
GRIPPORT   ;48.416667;6.25
GRISCOURT   ;48.833333;6.016667
GROSROUVRES   ;48.833333;5.833333
GUGNEY   ;48.4;6.066667
GYE   ;48.616667;5.883333
HABLAINVILLE   ;48.516667;6.733333
HAGEVILLE   ;49.033333;5.866667
HAIGNEVILLE   ;48.483333;6.35
HALLOVILLE   ;48.55;6.866667
HAMMEVILLE   ;48.5;6.066667
HAMONVILLE   ;48.833333;5.816667
HANNONVILLE SUZEMONT  ;49.1;5.833333
HARAUCOURT   ;48.666667;6.366667
HARBOUEY   ;48.566667;6.883333
HAROUE   ;48.466667;6.183333
HATRIZE   ;49.2;5.916667
HAUCOURT MOULAINE  ;49.483333;5.8
HAUDONVILLE   ;48.5;6.5
HAUSSONVILLE   ;48.533333;6.333333
HEILLECOURT   ;48.65;6.2
HENAMENIL   ;48.666667;6.566667
HERBEVILLER   ;48.55;6.75
HERIMENIL   ;48.566667;6.5
HERSERANGE   ;49.516667;5.783333
HOEVILLE   ;48.7;6.433333
HOMECOURT   ;49.233333;5.983333
HOUDELMONT   ;48.533333;6.083333
HOUDEMONT   ;48.65;6.183333
HOUDREVILLE   ;48.5;6.1
HOUSSEVILLE   ;48.4;6.116667
HUDIVILLER   ;48.6;6.4
HUSSIGNY GODBRANGE  ;49.483333;5.866667
JAILLON   ;48.75;5.966667
JARNY   ;49.15;5.883333
JARVILLE LA MALGRANGE ;48.666667;6.216667
JAULNY   ;48.966667;5.883333
JEANDELAINCOURT   ;48.85;6.233333
JEANDELIZE   ;49.166667;5.8
JEVONCOURT   ;48.416667;6.166667
JEZAINVILLE   ;48.866667;6.033333
JOEUF   ;49.233333;6.016667
JOLIVET   ;48.6;6.5
JOPPECOURT   ;49.383333;5.783333
JOUAVILLE   ;49.166667;5.95
JOUDREVILLE   ;49.3;5.783333
JUVRECOURT   ;48.733333;6.566667
LABRY   ;49.166667;5.866667
LACHAPELLE   ;48.416667;6.783333
LAGNEY   ;48.733333;5.833333
LAITRE SOUS AMANCE ;48.75;6.283333
LAIX   ;49.45;5.783333
LALOEUF   ;48.466667;6.016667
LAMATH   ;48.533333;6.45
LANDECOURT   ;48.5;6.416667
LANDREMONT   ;48.85;6.133333
LANDRES   ;49.316667;5.8
LANEUVELOTTE   ;48.733333;6.3
LANEUVEVILLE AUX BOIS ;48.616667;6.65
LANEUVEVILLE DEVANT BAYON ;48.466667;6.266667
LANEUVEVILLE DEVANT NANCY ;48.65;6.233333
LANFROICOURT   ;48.8;6.333333
LANTEFONTAINE   ;49.25;5.9
LARONXE   ;48.55;6.6
LAXOU   ;48.683333;6.15
LAY SAINT CHRISTOPHE ;48.75;6.2
LAY SAINT REMY ;48.683333;5.766667
LEBEUVILLE   ;48.433333;6.25
LEINTREY   ;48.616667;6.733333
LEMAINVILLE   ;48.5;6.2
LEMENIL MITRY  ;48.45;6.25
LENONCOURT   ;48.666667;6.3
LESMENILS   ;48.933333;6.1
LETRICOURT   ;48.883333;6.3
LEXY   ;49.5;5.733333
LEYR   ;48.8;6.266667
LIRONVILLE   ;48.866667;5.916667
LIVERDUN   ;48.75;6.05
LIXIERES   ;48.85;6.2
LOISY   ;48.866667;6.1
LONGLAVILLE   ;49.533333;5.783333
LONGUYON   ;49.433333;5.6
LONGWY   ;49.516667;5.766667
LOREY   ;48.5;6.3
LOROMONTZEY   ;48.433333;6.383333
LUBEY   ;49.25;5.866667
LUCEY   ;48.716667;5.833333
LUDRES   ;48.616667;6.166667
LUNEVILLE   ;48.6;6.5
LUPCOURT   ;48.616667;6.233333
MAGNIERES   ;48.45;6.566667
MAIDIERES   ;48.9;6.033333
MAILLY SUR SEILLE ;48.916667;6.25
MAIXE   ;48.65;6.433333
MAIZIERES   ;48.583333;6.066667
MALAVILLERS   ;49.35;5.866667
MALLELOY   ;48.8;6.166667
MALZEVILLE   ;48.716667;6.2
MAMEY   ;48.866667;5.95
MANCE   ;49.266667;5.916667
MANCIEULLES   ;49.283333;5.883333
MANGONVILLE   ;48.45;6.283333
MANONCOURT EN VERMOIS ;48.6;6.266667
MANONCOURT EN WOEVRE ;48.783333;5.933333
MANONCOURT SUR SEILLE ;48.866667;6.366667
MANONVILLE   ;48.833333;5.916667
MANONVILLER   ;48.583333;6.65
MARAINVILLER   ;48.583333;6.6
MARBACHE   ;48.8;6.083333
MARON   ;48.633333;6.05
MARS LA TOUR ;49.1;5.9
MARTHEMONT   ;48.566667;6.033333
MARTINCOURT   ;48.85;5.95
MATTEXEY   ;48.45;6.516667
MAXEVILLE   ;48.716667;6.166667
MAZERULLES   ;48.75;6.383333
MEHONCOURT   ;48.516667;6.383333
MENIL LA TOUR ;48.766667;5.866667
MENILLOT   ;48.666667;5.816667
MERCY LE BAS ;49.383333;5.75
MERCY LE HAUT ;49.366667;5.833333
MEREVILLE   ;48.6;6.15
MERVILLER   ;48.483333;6.783333
MESSEIN   ;48.616667;6.15
MEXY   ;49.5;5.783333
MIGNEVILLE   ;48.533333;6.783333
MILLERY   ;48.816667;6.133333
MINORVILLE   ;48.816667;5.9
MOINEVILLE   ;49.2;5.95
MOIVRONS   ;48.816667;6.25
MONCEL LES LUNEVILLE ;48.566667;6.533333
MONCEL SUR SEILLE ;48.766667;6.416667
MONTAUVILLE   ;48.9;6.016667
MONTENOY   ;48.8;6.233333
MONTIGNY   ;48.516667;6.8
MONTIGNY SUR CHIERS ;49.483333;5.666667
MONT L ETROIT ;48.5;5.783333
MONT LE VIGNOBLE ;48.616667;5.85
MONTREUX   ;48.533333;6.883333
MONT SAINT MARTIN ;49.533333;5.783333
MONT SUR MEURTHE ;48.55;6.45
MOREY   ;48.833333;6.166667
MORFONTAINE   ;49.45;5.8
MORIVILLER   ;48.483333;6.45
MORVILLE SUR SEILLE ;48.916667;6.15
MOUACOURT   ;48.683333;6.633333
MOUAVILLE   ;49.216667;5.766667
MOUSSON   ;48.9;6.083333
MOUTIERS   ;49.233333;5.966667
MOUTROT   ;48.6;5.9
MOYEN   ;48.483333;6.566667
MURVILLE   ;49.333333;5.833333
NANCY   ;48.683333;6.2
NEUFMAISONS   ;48.466667;6.85
NEUVES MAISONS  ;48.616667;6.1
NEUVILLER LES BADONVILLER ;48.516667;6.883333
NEUVILLER SUR MOSELLE ;48.5;6.283333
NOMENY   ;48.9;6.233333
NONHIGNY   ;48.55;6.883333
NORROY LE SEC ;49.283333;5.816667
NORROY LES PONT A;48.933333;6.033333
NOVIANT AUX PRES ;48.833333;5.883333
OCHEY   ;48.583333;5.95
OGEVILLER   ;48.55;6.716667
OGNEVILLE   ;48.483333;6.066667
OLLEY   ;49.166667;5.766667
OMELMONT   ;48.5;6.116667
ONVILLE   ;49.016667;5.966667
ORMES ET VILLE ;48.483333;6.2
OTHE   ;49.5;5.433333
OZERAILLES   ;49.233333;5.85
PAGNEY DERRIERE BARINE ;48.7;5.85
PAGNY SUR MOSELLE ;48.983333;6.016667
PANNES   ;48.933333;5.8
PAREY SAINT CESAIRE ;48.533333;6.066667
PARROY   ;48.683333;6.6
PARUX   ;48.533333;6.916667
PETIT FAILLY  ;49.433333;5.5
PETITMONT   ;48.55;6.95
PETTONVILLE   ;48.533333;6.75
PEXONNE   ;48.483333;6.866667
PHLIN   ;48.916667;6.283333
PIENNES   ;49.316667;5.783333
PIERRE LA TREICHE ;48.65;5.933333
PIERRE PERCEE  ;48.466667;6.933333
PIERREPONT   ;49.416667;5.716667
PIERREVILLE   ;48.55;6.116667
POMPEY   ;48.766667;6.116667
PONT A MOUSSON ;48.9;6.066667
PONT SAINT VINCENT ;48.6;6.1
PORT SUR SEILLE ;48.9;6.166667
PRAYE   ;48.433333;6.1
PRENY   ;48.983333;6
PREUTIN HIGNY  ;49.35;5.8
PULLIGNY   ;48.55;6.15
PULNEY   ;48.4;6.033333
PULNOY   ;48.7;6.266667
PUXE   ;49.15;5.8
PUXIEUX   ;49.083333;5.883333
QUEVILLONCOURT   ;48.466667;6.1
RAON LES LEAU ;48.508333;7.1
RAUCOURT   ;48.933333;6.216667
RAVILLE SUR SANON ;48.65;6.5
RECHICOURT LA PETITE ;48.716667;6.566667
RECLONVILLE   ;48.533333;6.733333
REHAINVILLER   ;48.566667;6.466667
REHERREY   ;48.516667;6.766667
REHON   ;49.5;5.75
REILLON   ;48.6;6.75
REMBERCOURT SUR MAD ;48.983333;5.9
REMENOVILLE   ;48.466667;6.466667
REMEREVILLE   ;48.7;6.383333
REPAIX   ;48.616667;6.833333
RICHARDMENIL   ;48.6;6.166667
ROGEVILLE   ;48.816667;5.983333
ROMAIN   ;48.516667;6.366667
ROSIERES AUX SALINES ;48.6;6.333333
ROSIERES EN HAYE ;48.783333;6
ROUVES   ;48.9;6.2
ROVILLE DEVANT BAYON ;48.466667;6.283333
ROYAUMEIX   ;48.783333;5.866667
ROZELIEURES   ;48.45;6.433333
SAFFAIS   ;48.55;6.316667
SAINT BAUSSANT  ;48.9;5.8
SAINT BOINGT  ;48.433333;6.433333
SAINT CLEMENT  ;48.533333;6.6
SAINT FIRMIN  ;48.416667;6.133333
SAINTE GENEVIEVE  ;48.866667;6.116667
SAINT GERMAIN  ;48.433333;6.333333
SAINT JEAN LES LONGUYON;49.45;5.466667
SAINT JULIEN LES GORZE;49.016667;5.9
SAINT MARCEL  ;49.116667;5.95
SAINT MARD  ;48.5;6.3
SAINT MAURICE AUX FORGES;48.516667;6.85
SAINT MAX  ;48.7;6.216667
SAINT NICOLAS DE PORT;48.633333;6.3
SAINTE POLE  ;48.516667;6.816667
SAINT PANCRE  ;49.533333;5.65
SAINT REMY AUX BOIS;48.416667;6.4
SAINT SAUVEUR  ;48.533333;6.983333
SAINT SUPPLET  ;49.383333;5.733333
SAIZERAIS   ;48.8;6.05
SANZEY   ;48.766667;5.833333
SAULNES   ;49.533333;5.816667
SAULXEROTTE   ;48.466667;5.95
SAULXURES LES NANCY ;48.683333;6.25
SAULXURES LES VANNES ;48.533333;5.8
SAXON SION  ;48.433333;6.083333
SEICHAMPS   ;48.716667;6.266667
SEICHEPREY   ;48.866667;5.8
SELAINCOURT   ;48.5;5.966667
SERANVILLE   ;48.466667;6.516667
SERRES   ;48.683333;6.466667
SERRIERES   ;48.85;6.183333
SERROUVILLE   ;49.4;5.883333
SEXEY AUX FORGES ;48.616667;6.05
SEXEY LES BOIS ;48.716667;6.016667
SIONVILLER   ;48.633333;6.533333
SIVRY   ;48.833333;6.2
SOMMERVILLER   ;48.633333;6.383333
SORNEVILLE   ;48.75;6.416667
SPONVILLE   ;49.066667;5.833333
TANCONVILLE   ;48.6;6.933333
TANTONVILLE   ;48.466667;6.133333
TELLANCOURT   ;49.5;5.633333
THELOD   ;48.55;6.05
THEY SOUS VAUDEMONT ;48.4;6.066667
THEZEY SAINT MARTIN ;48.9;6.3
THIAVILLE SUR MEURTHE ;48.416667;6.8
THIEBAUMENIL   ;48.583333;6.616667
THIL   ;49.466667;5.9
THOREY LYAUTEY  ;48.45;6.033333
THUILLEY AUX GROSEILLES ;48.566667;5.966667
THUMEREVILLE   ;49.2;5.8
TIERCELET   ;49.466667;5.883333
TOMBLAINE   ;48.683333;6.216667
TONNOY   ;48.55;6.25
TOUL   ;48.683333;5.9
TRAMONT EMY  ;48.4;5.95
TRAMONT LASSUS  ;48.4;5.966667
TRAMONT SAINT ANDRE ;48.4;5.933333
TREMBLECOURT   ;48.8;5.933333
TRIEUX   ;49.333333;5.933333
TRONDES   ;48.716667;5.766667
TRONVILLE   ;49.083333;5.916667
TUCQUEGNIEUX   ;49.3;5.883333
UGNY   ;49.466667;5.7
URUFFE   ;48.566667;5.75
VACQUEVILLE   ;48.483333;6.816667
VAL ET CHATILLON ;48.566667;6.966667
VALHEY   ;48.683333;6.5
VALLEROY   ;49.2;5.916667
VALLOIS   ;48.466667;6.55
VANDELAINVILLE   ;49.016667;5.966667
VANDELEVILLE   ;48.433333;6
VANDIERES   ;48.95;6.033333
VANDOEUVRE LES NANCY ;48.65;6.183333
VANNES LE CHATEL ;48.55;5.783333
VARANGEVILLE   ;48.633333;6.316667
VATHIMENIL   ;48.5;6.616667
VAUCOURT   ;48.666667;6.7
VAUDEMONT   ;48.416667;6.05
VAUDEVILLE   ;48.466667;6.2
VAUDIGNY   ;48.433333;6.2
VAXAINVILLE   ;48.516667;6.75
VEHO   ;48.6;6.716667
VELAINE EN HAYE ;48.7;6.016667
VELAINE SOUS AMANCE ;48.716667;6.316667
VELLE SUR MOSELLE ;48.533333;6.283333
VENEY   ;48.466667;6.816667
VENNEZEY   ;48.45;6.466667
VERDENAL   ;48.583333;6.816667
VEZELISE   ;48.483333;6.083333
VIEVILLE EN HAYE ;48.933333;5.933333
VIGNEULLES   ;48.566667;6.333333
VILCEY SUR TREY ;48.933333;5.983333
VILLACOURT   ;48.45;6.35
VILLE AU MONTOIS ;49.416667;5.783333
VILLE AU VAL ;48.85;6.116667
VILLECEY SUR MAD ;49;5.966667
VILLE EN VERMOIS ;48.616667;6.25
VILLE HOUDLEMONT  ;49.55;5.65
VILLERS EN HAYE ;48.833333;6.016667
VILLERS LA CHEVRE ;49.5;5.7
VILLERS LA MONTAGNE ;49.466667;5.816667
VILLERS LE ROND ;49.466667;5.483333
VILLERS LES MOIVRONS ;48.816667;6.25
VILLERS LES NANCY ;48.666667;6.15
VILLERS SOUS PRENY ;48.95;6
VILLERUPT   ;49.466667;5.933333
VILLE SUR YRON ;49.116667;5.866667
VILLETTE   ;49.466667;5.55
VILLEY LE SEC ;48.666667;5.983333
VILLEY SAINT ETIENNE ;48.733333;5.983333
VIRECOURT   ;48.466667;6.316667
VITERNE   ;48.583333;6.033333
VITREY   ;48.483333;6.05
VITRIMONT   ;48.6;6.433333
VITTONVILLE   ;48.966667;6.05
VIVIERS SUR CHIERS ;49.466667;5.633333
VOINEMONT   ;48.516667;6.166667
VRONCOURT   ;48.466667;6.083333
WAVILLE   ;49;5.95
XAMMES   ;48.966667;5.85
XERMAMENIL   ;48.533333;6.466667
XEUILLEY   ;48.566667;6.1
XIROCOURT   ;48.433333;6.166667
XIVRY CIRCOURT  ;49.35;5.766667
XONVILLE   ;49.05;5.85
XOUSSE   ;48.658333;6.708333
XURES   ;48.683333;6.65
BOUDREZY   ;49.366667;5.8
BRAUMONT   ;49.466667;5.633333
CANTEBONNE   ;49.466667;5.933333
DROITAUMONT   ;49.15;5.883333
FERMONT   ;49.466667;5.666667
FLABEUVILLE   ;49.466667;5.533333
LA MADELEINE  ;48.65;6.25
REVEMONT   ;49.466667;5.633333
VILLANCY   ;49.483333;5.6
ABAINVILLE   ;48.533333;5.5
AILLY SUR MEUSE ;48.866667;5.55
AINCREVILLE   ;49.366667;5.116667
AMANTY   ;48.516667;5.616667
AMBLAINCOURT   ;48.966667;5.216667
AMBLY SUR MEUSE ;49.016667;5.45
AMEL SUR L ETANG;49.266667;5.65
ANCEMONT   ;49.066667;5.416667
ANDERNAY   ;48.8;4.95
APREMONT LA FORET ;48.85;5.633333
AUBREVILLE   ;49.15;5.083333
AULNOIS EN PERTHOIS ;48.633333;5.133333
AULNOIS SOUS VERTUZEY ;48.75;5.666667
AUTRECOURT SUR AIRE ;49.033333;5.133333
AUTREVILLE SAINT LAMBERT ;49.566667;5.116667
AUZECOURT   ;48.883333;4.983333
AUZEVILLE EN ARGONNE ;49.1;5.1
AVILLERS SAINTE CROIX ;49.033333;5.7
AVIOTH   ;49.566667;5.4
AVOCOURT   ;49.2;5.15
AZANNES ET SOUMAZANNES ;49.3;5.466667
BAALON   ;49.483333;5.25
BANNONCOURT   ;48.95;5.5
BANTHEVILLE   ;49.35;5.083333
BAR LE DUC ;48.783333;5.166667
BAUDIGNECOURT   ;48.566667;5.466667
BAUDONVILLIERS   ;48.683333;5.016667
BAUDREMONT   ;48.833333;5.383333
BAULNY   ;49.266667;5.016667
BAZEILLES SUR OTHAIN ;49.5;5.433333
BAZINCOURT SUR SAULX ;48.683333;5.133333
BEAUCLAIR   ;49.466667;5.116667
BEAUFORT EN ARGONNE ;49.466667;5.116667
BEAULIEU EN ARGONNE ;49.033333;5.066667
BEHONNE   ;48.8;5.183333
BELLERAY   ;49.133333;5.4
BELLEVILLE SUR MEUSE ;49.183333;5.383333
BELRAIN   ;48.866667;5.316667
BELRUPT EN VERDUNOIS ;49.133333;5.433333
BENEY EN WOEVRE ;48.966667;5.833333
BETHELAINVILLE   ;49.166667;5.233333
BETHINCOURT   ;49.25;5.233333
BEUREY SUR SAULX ;48.75;5.033333
BIENCOURT SUR ORGE ;48.566667;5.35
BILLY SOUS LES COTES;49.016667;5.683333
BILLY SOUS MANGIENNES ;49.333333;5.583333
BISLEE   ;48.866667;5.5
BLANZEE   ;49.166667;5.533333
BLERCOURT   ;49.1;5.233333
BOINVILLE EN WOEVRE ;49.183333;5.666667
BONCOURT SUR MEUSE ;48.8;5.566667
BONNET   ;48.516667;5.433333
LE BOUCHON SUR SAULX;48.616667;5.233333
BOUCONVILLE SUR MADT ;48.85;5.716667
BOULIGNY   ;49.283333;5.75
BOUQUEMONT   ;48.983333;5.45
BOUREUILLES   ;49.2;5.05
BOVEE SUR BARBOURE ;48.65;5.516667
BOVIOLLES   ;48.65;5.416667
BRABANT EN ARGONNE ;49.116667;5.133333
BRABANT LE ROI ;48.85;4.983333
BRABANT SUR MEUSE ;49.266667;5.316667
BRANDEVILLE   ;49.383333;5.3
BRAQUIS   ;49.15;5.616667
BRAS SUR MEUSE ;49.216667;5.383333
BRASSEITTE   ;48.85;5.516667
BRAUVILLIERS   ;48.583333;5.15
BREHEVILLE   ;49.383333;5.333333
BREUX   ;49.6;5.383333
BRIEULLES SUR MEUSE ;49.333333;5.183333
BRILLON EN BARROIS ;48.716667;5.1
BRIXEY AUX CHANOINES ;48.466667;5.716667
BRIZEAUX   ;49;5.05
BROCOURT EN ARGONNE ;49.116667;5.166667
BROUENNES   ;49.516667;5.25
BROUSSEY EN BLOIS ;48.633333;5.55
BULAINVILLE   ;49;5.183333
BUREY EN VAUX ;48.566667;5.666667
BUREY LA COTE ;48.5;5.7
BUSSY LA COTE ;48.816667;5.083333
BUTGNEVILLE   ;49.083333;5.716667
BUXERULLES   ;48.9;5.666667
BUXIERES SOUS LES COTES;48.916667;5.666667
CESSE   ;49.516667;5.166667
CHAILLON   ;48.95;5.633333
CHALAINES   ;48.6;5.683333
CHAMPLON   ;49.083333;5.65
CHAMPNEUVILLE   ;49.233333;5.316667
CHAMPOUGNY   ;48.55;5.7
CHARDOGNE   ;48.833333;5.116667
CHARNY SUR MEUSE ;49.2;5.366667
CHARPENTRY   ;49.266667;5.033333
CHASSEY BEAUPRE  ;48.466667;5.433333
CHATILLON SOUS LES COTES;49.15;5.533333
CHATTANCOURT   ;49.216667;5.266667
CHAUMONT SUR AIRE ;48.933333;5.25
CHAUVENCY LE CHATEAU ;49.516667;5.3
CHAUVENCY SAINT HUBERT ;49.533333;5.3
CHAUVONCOURT   ;48.9;5.516667
CHENNEVIERES   ;48.666667;5.4
CHEPPY   ;49.233333;5.066667
CIERGES SOUS MONTFAUCON ;49.3;5.083333
LE CLAON  ;49.133333;4.966667
CLERMONT EN ARGONNE ;49.1;5.066667
CLERY GRAND  ;49.366667;5.15
CLERY PETIT  ;49.366667;5.183333
COMBLES EN BARROIS ;48.75;5.116667
COMBRES SOUS LES COTES;49.05;5.633333
COMMERCY   ;48.75;5.583333
CONSENVOYE   ;49.283333;5.283333
CONTRISSON   ;48.8;4.95
CORNIEVILLE   ;48.766667;5.7
COURCELLES EN BARROIS ;48.816667;5.45
COURCELLES SUR AIRE ;48.933333;5.25
COUROUVRE   ;48.933333;5.366667
COUSANCES AUX BOIS ;48.783333;5.433333
COUVERTPUIS   ;48.583333;5.3
COUVONGES   ;48.783333;5.033333
CREPION   ;49.3;5.383333
CREUE   ;48.966667;5.666667
CUISY   ;49.266667;5.183333
CULEY   ;48.75;5.266667
CUNEL   ;49.333333;5.116667
DAGONVILLE   ;48.783333;5.4
DAINVILLE BERTHELEVILLE  ;48.433333;5.516667
DAMLOUP   ;49.2;5.5
DAMMARIE SUR SAULX ;48.6;5.233333
DAMVILLERS   ;49.333333;5.4
DANNEVOUX   ;49.3;5.233333
DARMONT   ;49.183333;5.7
DELUT   ;49.4;5.433333
DEMANGE AUX EAUX ;48.583333;5.466667
DEUXNOUDS AUX BOIS ;48.983333;5.616667
DEUXNOUDS DEVANT BEAUZEE ;48.983333;5.233333
DIEPPE SOUS DOUAUMONT ;49.216667;5.516667
DIEUE SUR MEUSE ;49.066667;5.416667
DOMBASLE EN ARGONNE ;49.133333;5.183333
DOMBRAS   ;49.383333;5.466667
DOMMARTIN LA MONTAGNE ;49.033333;5.616667
DOMMARY BARONCOURT  ;49.283333;5.7
DOMPCEVRIN   ;48.933333;5.483333
DOMPIERRE AUX BOIS ;49;5.583333
DOMREMY AUX BOIS ;48.733333;5.416667
DOMREMY LA CANNE ;49.3;5.7
DONCOURT AUX TEMPLIERS ;49.066667;5.733333
DOULCON   ;49.366667;5.166667
DUGNY SUR MEUSE ;49.1;5.383333
DUN SUR MEUSE ;49.383333;5.183333
DUZEY   ;49.366667;5.633333
ECOUVIEZ   ;49.533333;5.45
EIX   ;49.183333;5.5
LES EPARGES  ;49.05;5.583333
EPIEZ SUR MEUSE ;48.55;5.633333
EPINONVILLE   ;49.283333;5.083333
ERIZE LA BRULEE ;48.85;5.266667
ERIZE LA GRANDE ;48.9;5.233333
ERIZE LA PETITE ;48.916667;5.25
ERIZE SAINT DIZIER ;48.816667;5.283333
ESNES EN ARGONNE ;49.216667;5.216667
ETAIN   ;49.216667;5.633333
ETON   ;49.283333;5.666667
ETRAYE   ;49.333333;5.383333
EUVILLE   ;48.75;5.616667
EVRES   ;48.983333;5.116667
